Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s1,2017-10-20T10:08:20,2017-10-20T10:08:25,"No Animal","No Animal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s10,2017-10-23T14:49:02,2017-10-23T14:49:07,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s11,2017-10-23T15:09:20,2017-10-23T15:09:43,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s12,2017-10-24T02:41:36,2017-10-24T02:42:04,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s13,2017-10-24T13:31:11,2017-10-24T13:31:21,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s14,2017-10-24T14:39:27,2017-10-24T14:40:00,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s15,2017-10-24T17:28:55,2017-10-24T17:29:00,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s16,2017-10-24T17:30:52,2017-10-24T17:30:56,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s17,2017-10-24T19:18:10,2017-10-24T19:18:13,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s18,2017-10-24T20:20:25,2017-10-24T20:20:28,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s19,2017-10-24T22:06:24,2017-10-24T22:06:32,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s19,2017-10-24T22:06:24,2017-10-24T22:06:32,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s2,2017-10-20T12:44:15,2017-10-20T12:44:19,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s20,2017-10-25T06:17:40,2017-10-25T06:17:49,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s21,2017-10-25T07:21:10,2017-10-25T07:22:06,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s22,2017-10-25T07:55:05,2017-10-25T07:55:30,"Sus scrofa","Wild Boar",Unknown,Unknown,N,4,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s23,2017-10-25T09:11:34,2017-10-25T09:11:44,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s24,2017-10-25T09:13:46,2017-10-25T09:13:50,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s25,2017-10-25T11:23:48,2017-10-25T11:23:53,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s26,2017-10-25T12:37:22,2017-10-25T12:37:26,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s27,2017-10-25T16:17:57,2017-10-25T16:19:20,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s28,2017-10-25T17:37:53,2017-10-25T17:38:58,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s28,2017-10-25T17:37:53,2017-10-25T17:38:58,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s29,2017-10-26T10:54:12,2017-10-26T10:54:24,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s3,2017-10-20T13:13:57,2017-10-20T13:14:02,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s30,2017-10-26T10:57:36,2017-10-26T10:59:44,"Sus scrofa","Wild Boar",Unknown,Unknown,N,3,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s31,2017-10-26T11:11:00,2017-10-26T11:11:11,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s32,2017-10-26T14:13:29,2017-10-26T14:14:09,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s33,2017-10-26T18:15:23,2017-10-26T18:15:27,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s34,2017-10-27T01:12:30,2017-10-27T01:12:33,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s35,2017-10-27T07:01:39,2017-10-27T07:01:50,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s36,2017-10-27T12:17:23,2017-10-27T12:17:28,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s37,2017-10-28T07:30:59,2017-10-28T07:32:01,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s38,2017-10-28T11:16:24,2017-10-28T11:16:29,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s39,2017-10-28T16:41:29,2017-10-28T16:41:45,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s4,2017-10-21T15:30:14,2017-10-21T15:33:11,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s40,2017-10-28T17:50:24,2017-10-28T17:50:28,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s41,2017-10-29T09:19:57,2017-10-29T09:20:02,"Unknown Bird","Unknown Bird",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s42,2017-10-29T11:47:12,2017-10-29T11:47:44,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s43,2017-10-29T14:45:04,2017-10-29T14:45:09,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s44,2017-10-29T15:21:39,2017-10-29T15:23:09,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s45,2017-10-29T18:26:11,2017-10-29T18:27:23,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s45,2017-10-29T18:26:11,2017-10-29T18:27:23,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s46,2017-10-29T18:29:21,2017-10-29T18:29:24,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s47,2017-10-30T06:47:15,2017-10-30T06:47:18,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s48,2017-10-30T13:31:58,2017-10-30T13:32:09,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s49,2017-10-31T10:14:33,2017-10-31T10:14:33,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s5,2017-10-21T20:26:42,2017-10-21T20:26:45,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s6,2017-10-21T20:58:20,2017-10-21T20:58:23,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s7,2017-10-22T08:16:13,2017-10-22T08:16:17,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s8,2017-10-23T11:11:19,2017-10-23T11:11:36,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 2",Researcher,d40397,d40397s9,2017-10-23T11:22:31,2017-10-23T11:22:36,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00326,35.22754,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s1,2017-10-20T10:41:35,2017-10-20T10:41:35,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s10,2017-10-22T16:09:42,2017-10-22T16:09:45,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s11,2017-10-22T19:56:24,2017-10-22T19:56:26,"Sus scrofa","Wild Boar",Adult,Male,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s12,2017-10-23T14:12:09,2017-10-23T14:12:13,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s13,2017-10-23T19:14:40,2017-10-23T19:15:15,"Sus scrofa","Wild Boar",Adult,Male,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s13,2017-10-23T19:14:40,2017-10-23T19:15:15,"Sus scrofa","Wild Boar",Adult,Female,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s14,2017-10-24T05:45:08,2017-10-24T05:45:10,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s15,2017-10-25T06:50:01,2017-10-25T06:50:04,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s16,2017-10-25T10:28:58,2017-10-25T10:29:04,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s17,2017-10-25T11:57:36,2017-10-25T11:57:39,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s18,2017-10-25T16:15:27,2017-10-25T16:17:30,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s19,2017-10-25T21:44:13,2017-10-25T21:44:16,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s2,2017-10-20T12:21:04,2017-10-20T12:21:06,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s20,2017-10-25T21:46:51,2017-10-25T21:47:30,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s21,2017-10-26T01:22:20,2017-10-26T01:22:41,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s22,2017-10-26T01:24:30,2017-10-26T01:25:51,"Sus scrofa","Wild Boar",Adult,Female,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s22,2017-10-26T01:24:30,2017-10-26T01:25:51,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s23,2017-10-26T21:31:49,2017-10-26T21:32:35,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s24,2017-10-27T02:29:56,2017-10-27T02:30:11,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s24,2017-10-27T02:29:56,2017-10-27T02:30:11,"Sus scrofa","Wild Boar",Juvenile,Unknown,N,5,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s25,2017-10-27T07:15:32,2017-10-27T07:15:40,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s26,2017-10-27T21:35:51,2017-10-27T21:36:46,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s27,2017-10-27T21:45:23,2017-10-27T21:45:26,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s28,2017-10-28T07:00:35,2017-10-28T07:01:29,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s29,2017-10-28T07:04:40,2017-10-28T07:04:49,"Sus scrofa","Wild Boar",Adult,Female,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s3,2017-10-21T06:55:55,2017-10-21T06:57:19,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s30,2017-10-28T08:14:54,2017-10-28T08:15:31,"Sus scrofa","Wild Boar",Adult,Male,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s30,2017-10-28T08:14:54,2017-10-28T08:15:31,"Sus scrofa","Wild Boar",Adult,Female,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s30,2017-10-28T08:14:54,2017-10-28T08:15:31,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s31,2017-10-28T09:46:41,2017-10-28T09:46:49,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s32,2017-10-28T12:36:44,2017-10-28T12:37:10,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s33,2017-10-28T16:40:04,2017-10-28T16:40:24,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s34,2017-10-29T07:27:12,2017-10-29T07:27:31,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s35,2017-10-29T08:25:52,2017-10-29T08:26:00,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s36,2017-10-29T08:27:19,2017-10-29T08:27:22,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s37,2017-10-29T08:34:35,2017-10-29T08:35:38,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s38,2017-10-29T10:47:20,2017-10-29T10:48:09,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,33.00275,35.23071,False
"HaMaarag Project","HaMaarag Long Term Biodiversity","HaMaarag Long Term Biodiversity:Mediterranean Maquis","T2_Ein Yaakov Far 8",Researcher,d40403,d40403s39,2017-10-29T14:17:15,2017-10-29T14:17:56,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,33.00275,35.23071,False
