deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d64920","T2_Margaliot Near 3","","","2017-11-05","2017-11-09","","","33.21505","35.54133","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","2","high","","4"
"d65304","T2_Mirsham Far 9","","","2018-10-29","2018-11-08","","","31.46413","34.90098","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","8"
"d65057","T2_Ofer Far 5","","","2017-05-13","2017-05-21","","","32.61567","34.99287","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","33"
"d65263","T2_Aderet KKL Plantings 4","","","2017-08-21","2017-08-31","","","31.67851","34.98176","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","12"
"d40361","T2_Kfar Shamai Far 2","","","2017-09-28","2017-10-15","32.96627","35.45975","32.96627","35.45975","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis   Galilee","","15","high","","2"
"d40804","T2_Har Amasa Far 4","","","2018-11-24","2018-12-04","","","31.33354","35.09240","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","10","high","","13"
"d64935","T2_Margaliot Far 9","","","2017-11-05","2017-11-11","","","33.20583","35.54328","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","0.5","high","","8A"
"d65044","T2_Ofer Near 1","","","2017-05-17","2017-05-20","","","32.61693","34.98250","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","30"
"d40803","T2_Har Amasa Far 3","","","2018-11-24","2018-12-04","","","31.33409","35.09240","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","10","high","","33"
"d40306","T2_Gamla Far 1","","","2018-10-10","2018-10-20","","","32.92139","35.74494","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous ","","10","high","","8"
"d40614","T2_Ramot Naftali KKL Plantings 3","","","2017-12-08","2017-12-19","33.09525","35.56132","33.09525","35.56132","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest   Galilee","","15","high","","3"
"d40802","T2_Har Amasa Far 2","","","2018-11-24","2018-12-04","","","31.33426","35.09274","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","10","high","","36"
"d65002","T2_Nir Etzion Far 4","","","2017-06-19","2017-06-19","","","32.69730","35.00781","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","1","high","","4"
"d65321","T2_Lahav Far 8","","","2018-10-30","2018-11-10","","","31.37326","34.86130","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","29"
"d65325","T2_Lehavim Near 3","","","2018-12-08","2018-12-17","","","31.36440","34.82260","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","23"
"d64932","T2_Margaliot Far 6","","","2017-11-04","2017-11-14","","","33.20454","35.54428","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","2","high","","12A"
"d65438","T2_Sde Boker Near 8","","","2017-01-20","2017-01-30","","","30.88094","34.79546","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","50","high","","39"
"d65016","T2_Beit Oren Near 9","","","2017-07-09","2017-07-21","","","32.73286","35.00435","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","1","high","","13"
"d65249","T2_Eitanim KKL Plantings 8","","","2017-10-01","2017-10-10","","","31.77827","35.10442","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","1.5","high",""," 35 yellow"
"d64926","T2_Margaliot Near 9","","","2017-11-04","2017-11-13","","","33.21188","35.54105","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","5","high","","18"
"d65612","T2_Secher Far Semi-Shifting 1_2","","","2017-10-06","2017-10-12","","","31.08331","34.76557","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N25"
"d65594","T2_Shunra 1 Far 2","","","2017-10-03","2017-10-03","","","30.95720","34.60671","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","O26"
"d65613","T2_Secher Far Semi-Shifting 1_3","","","2017-10-02","2017-10-08","","","31.08378","34.76636","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","N27"
"d65623","T2_Secher Far Shifting 1_4","","","2017-10-02","2017-10-04","","","31.09987","34.77620","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","O5"
"d65614","T2_Secher Far Semi-Shifting 1_4","","","2017-10-02","2017-10-03","","","31.08421","34.76542","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N12"
"d65608","T2_Beer Milka Far Shifting 3_7","","","2018-02-02","2018-02-06","","","30.91641","34.44760","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","13"
"d65610","T2_Beer Milka Far Shifting 3_9","","","2018-02-02","2018-02-12","","","30.91678","34.44803","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N28"
"d65609","T2_Beer Milka Far Shifting 3_8","","","2018-02-08","2018-02-11","","","30.91648","34.44896","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","10"
"d65619","T2_Secher Far Semi-Shifting 1_9","","","2017-10-05","2017-10-08","","","31.08474","34.76347","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N28"
"d65615","T2_Secher Far Semi-Shifting 1_5","","","2017-10-02","2017-10-02","","","31.08369","34.76322","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","30","high","","O3"
"d65606","T2_Beer Milka Far Shifting 3_5","","","2018-02-02","2018-02-11","","","30.91620","34.44526","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","N26"
"d65577","T2_Beer Milka Near Shifting 1_3","","","2017-09-19","2017-09-23","","","30.92907","34.42005","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N15"
"d65626","T2_Secher Far Shifting 1_7","","","2017-10-02","2017-10-10","","","31.10212","34.77930","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","O29"
"d65607","T2_Beer Milka Far Shifting 3_6","","","2018-02-06","2018-02-12","","","30.91611","34.44743","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","25"
"d65616","T2_Secher Far Semi-Shifting 1_6","","","2017-10-02","2017-10-09","","","31.08342","34.76268","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","13","high","","N24"
"d65592","T2_Beer Milka 2 Far 9","","","2018-02-09","2018-02-12","","","30.98198","34.37800","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","30","high","","5"
"d65622","T2_Secher Far Shifting 1_3","","","2017-10-02","2017-10-02","","","31.10121","34.77609","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","1","high","","N6"
"d65579","T2_Beer Milka Near Shifting 1_5","","","2017-09-18","2017-09-18","","","30.92928","34.42165","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","N25"
"d65580","T2_Beer Milka Near Shifting 1_6","","","2017-09-18","2017-09-27","","","30.92874","34.42205","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N12"
"d65581","T2_Beer Milka Near Shifting 1_7","","","2017-09-19","2017-09-28","","","30.92948","34.42254","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","OAA"
"d65583","T2_Beer Milka Near Shifting 1_9","","","2017-09-18","2017-09-27","","","30.92895","34.42351","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N24"
"d65582","T2_Beer Milka Near Shifting 1_8","","","2017-09-18","2017-09-23","","","30.92935","34.42313","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N34"
"d65584","T2_Beer Milka Far Shifting 2_1","","","2018-02-02","2018-02-12","","","30.98140","34.37976","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","N25"
"d65578","T2_Beer Milka Near Shifting 1_4","","","2017-09-18","2017-09-24","","","30.92916","34.42095","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N14"
"d65602","T2_Beer Milka Far Shifting 3_1","","","2018-02-02","2018-02-12","","","30.91571","34.44537","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","11"
"d65617","T2_Secher Far Semi-Shifting 1_7","","","2017-10-02","2017-10-11","","","31.08419","34.76220","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","N18"
"d65611","T2_Secher Far Semi-Shifting 1_1","","","2017-10-02","2017-10-03","","","31.08331","34.76489","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","N20"
"d65601","T2_Shunra 1 Far 9","","","2017-10-02","2017-10-10","","","30.95820","34.60886","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","A"
"d65605","T2_Beer Milka Far Shifting 3_4","","","2018-02-02","2018-02-10","","","30.91603","34.44402","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","30","high","","N27"
"d65627","T2_Secher Far Shifting 1_8","","","2017-09-18","2017-09-24","","","31.10239","34.77837","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N14"
"d65603","T2_Beer Milka Far Shifting 3_2","","","2018-02-08","2018-02-12","","","30.91571","34.44444","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","8"
"d65600","T2_Shunra 1 Far 8","","","2017-10-02","2017-10-10","","","30.95916","34.60737","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","10","high","","O11"
"d65618","T2_Secher Far Semi-Shifting 1_8","","","2017-10-02","2017-10-11","","","31.08469","34.76276","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N15"
"d65587","T2_Beer Milka Far Shifting 2_4","","","2018-02-02","2018-02-12","","","30.98116","34.37835","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N7"
"d65272","T2_Givat Yeshayahu KKL Plantings 4","","","2017-08-23","2017-08-30","","","31.66943","34.92136","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Unknown Failure","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","3","high","","cam 26"
"d65274","T2_Givat Yeshayahu KKL Plantings 6","","","2017-08-23","2017-09-02","","","31.66884","34.92021","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Unknown Failure","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","cam 7"
"d65591","T2_Beer Milka Far Shifting 2_8","","","2018-02-08","2018-02-12","","","30.98175","34.37631","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","5","high","","35"
"d65053","T2_Ofer Far 1","","","2017-05-13","2017-05-22","","","32.61497","34.99040","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","32"
"d65055","T2_Ofer Far 3","","","2017-05-14","2017-05-23","","","32.61539","34.99153","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","23"
"d64847","T2_Natur Far 2","","","2018-10-10","2018-10-20","","","32.84152","35.73849","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","5","high","","24"
"d64852","T2_Natur Far 7","","","2018-10-10","2018-10-20","","","32.84537","35.73716","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","5","high","","12"
"d64864","T2_Karei Deshe Far 1","","","2018-09-12","2018-09-22","","","32.92380","35.58046","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","5","high","","2"
"d64857","T2_Gamla Far 3","","","2018-10-10","2018-10-17","","","32.91978","35.74611","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","30","high","","1"
"d64853","T2_Natur Far 8","","","2018-10-10","2018-10-20","","","32.84612","35.73725","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","moved by cow","No Bait","","Trail, game","Herbaceous","","20","high","","11"
"d64868","T2_Karei Deshe Far 5","","","2018-09-12","2018-09-22","","","32.92457","35.58369","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","10","high","","17"
"d65276","T2_Givat Yeshayahu KKL Plantings 8","","","2017-08-23","2017-08-24","","","31.66773","34.91968","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Unknown Failure","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","3","high","","cam 6"
"d65115","T2_Aderet Far 9","","","2017-10-03","2017-10-13","","","31.66299","34.98190","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","10","high","","Ca7"
"d65277","T2_Givat Yeshayahu KKL Plantings 9","","","2017-08-23","2017-08-30","","","31.66778","34.92005","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Unknown Failure","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","cam 28"
"d72265","T2_Givat Yeshayahu KKL Plantings 3","","","2017-08-24","2017-09-01","","","31.66951","34.92228","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","","","Unknown Failure","","No Bait","","Not Entered","","","4","","","cam 18"
"d65467","T2_Ein Yahav Near 1","","","2018-10-07","2018-10-24","","","30.67081","35.24105","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","5","high","","7"
"d72263","T2_Givat Yeshayahu KKL Plantings 1","","","2017-08-23","2017-09-02","","","31.66910","34.92355","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","","","Unknown Failure","","No Bait","","Not Entered","","","2","","","cam 37"
"d65313","T2_Lahav Near 9","","","2018-10-31","2018-11-11","","","31.38364","34.86690","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","there was a fire near the camera with it was in the field","No Bait","","Trail, game","Desert Transition Zone","","10","high","","37"
"d65077","T2_Givat Yearim Far 7","","","2017-07-29","2017-08-09","","","31.77377","35.09296","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","My17"
"d65593","T2_Shunra 1 Far 1","","","2013-01-03","2017-10-04","","","30.95667","34.60658","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","4","high","","O25"
"d65596","T2_Shunra 1 Far 4","","","2017-10-02","2017-10-11","","","30.95854","34.60684","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","15","high","","N26"
"d65576","T2_Beer Milka Near Shifting 1_2","","","2017-09-18","2017-09-28","","","30.92883","34.41954","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Near","Camera Functioning","","No Bait","","Trail, game","Inland Sands","","20","high","","N27"
"d65125","T2_Givat Yeshayahu Far 1","","","2017-08-24","2017-08-27","","","31.66059","34.95830","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","10","high","","Ca3"
"d65076","T2_Givat Yearim Far 6","","","2017-08-09","2017-08-09","","","31.77313","35.09274","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","took only blank photos","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","Ca29"
"d65133","T2_Givat Yeshayahu Far 9","","","2017-08-24","2017-09-03","","","31.66029","34.95896","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","10","high","","ca6"
"d65234","T2_Ofer KKL Plantings 2","","","2017-11-07","2017-11-16","","","32.61285","34.97030","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","10","high","","34"
"d65102","T2_Aderet Near 5","","","2017-10-04","2017-10-13","","","31.65865","34.98968","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","my14"
"d40388","T2_Ein Yaakov Near 2","","","2017-10-20","2017-10-31","","","33.00551","35.22600","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Mediterranean Maquis","Near","Camera Functioning","camera changed the position during the 10 days","No Bait","","Trail, game","Mediterranean Maquis   Galilee","","15","high","","1"
"d64851","T2_Natur Far 6","","","2018-10-10","2018-10-20","","","32.84449","35.73713","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","moved by uknown animal","No Bait","","Trail, game","Herbaceous","","10","high","","20"
"d65621","T2_Secher Far Shifting 1_2","","","2017-10-02","2017-10-11","","","31.10118","34.77709","False","p239","HaMaarag Project","sp1720","HaMaarag_West_Negev_Inner_Sands_T2","","Sand Dune","Far","Camera Functioning","Camera changed angle
","No Bait","","Trail, game","Inland Sands","","5","high","","O6"
"d40400","T2_Ein Yaakov Far 5","","","2017-10-20","2017-10-31","","","33.00268","35.22908","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis   Galilee","","5","high","","13A"
"d65051","T2_Ofer Near 8","","","2017-05-13","2017-05-23","","","32.61793","34.98629","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","8"
"d40809","T2_Har Amasa Far 9","","","2018-11-24","2018-12-04","","","31.33186","35.09060","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","10","high","","34"
"d40390","T2_Ein Yaakov Near 4","","","2017-10-20","2017-10-25","","","33.00564","35.22655","False","p239","HaMaarag Project","sp1379","HaMaarag Long Term Biodiversity","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis   Galilee","","5","high","","17"
"d65079","T2_Givat Yearim Far 9","","","2017-07-31","2017-08-09","","","31.77499","35.09097","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca21"
"d65211","T2_Ramat Hashofet KKL Plantings 6","","","2017-11-18","2017-11-30","","","32.61583","35.11412","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","10","high","","A"
"d65037","T2_Kerem Maharal Far 3","","","2017-08-12","2017-08-20","","","32.67185","35.00561","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","10"
"d65154","T2_Manara KKL Plantings 3","","","2017-12-09","2017-12-17","","","33.17169","35.55073","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","A"
